Name,Address,Suburb,Postcode,LGA,Licensee,Licensee ABN,Facebook Link,Instagram link,Email Address,Phone Number,Date email 1 sent,Date email 2 sent,Date email 3 sent,Notes,
Guzman Y Gomez Wollongong Central,W116 Shop Gd West Keira Keira St ,WOLLONGONG,2500,Wollongong,Paul O'Neill,,https://www.facebook.com/gygwollongongcentral/,,wollongongcentral@gyg.com.au,+61 2 8257 0998,28/5/2024,,,FB acct available,
Boveda,258 Lawrence Hargrave Dr ,THIRROUL,2515,Wollongong,SERVED NEAT PTY LTD,49664170405,https://www.facebook.com/bovedathirroul,https://www.instagram.com/bovedathirroul,hola@boveda.com.au,+61 432 468 361,28/5/2024,,,they have FB and instagram acct,
DIAMOND DOGS LOUNGE,Shop 2a 37-39 Princes Hwy ,DAPTO,2530,Wollongong,Neil Townsend,,https://www.facebook.com/diamonddogslounge,https://www.instagram.com/diamonddogslive,,+61 2 4288 4730,28/5/2024,,,Email not working. FB acct available,
THE ICON WOLLONGONG,U 3 63 Crown St ,WOLLONGONG,2500,Wollongong,Dimitri Skarvelis,,https://www.facebook.com/TheIconWollongong/,https://www.instagram.com/theiconwollongong,enquiries@theicon.net.au,+61 2 4244 3737,28/5/2024,,,no website / they have FB and instagram acct,
WOLLONGONG WHALES WINTER SWIMMING CLUB INC,Continental Pool Cliff Rd ,Wollongong,2500,Wollongong,JOSHUA DELUCYK,,https://www.facebook.com/wollongongwhales/,https://www.instagram.com/wollongongwhales/,president@wollongongwhales.com,,28/5/2024,,,no website / no phone no. / FB acct available,
Al Aseel Wollongong Pty Ltd,Ambience Shopping Centre Shop 4-6 118-126 Princes Hwy ,FAIRY MEADOW,2519,Wollongong,BASSAM HADAYA,,https://www.facebook.com/alamirrestaurantau,https://www.instagram.com/_alamirrestaurant/,,(02) 4285 5428,,,,no website / no email address,
Wollongong Yacht Club,Endeavour Dr ,WOLLONGONG,2500,Wollongong,Maxine LACEY,,https://www.facebook.com/wollongongyachtclub/,,admin@wyc.org.au,+61 411 325 006,28/5/2024,,,from FB : DiscoverSailing@wyc.org.au /  Yachtiesgong@gmail.com / 0478 111 517 / Crew@wyc.org.au / Learn2Sail@wyc.org.au / Enquiry form available,
Furphy at WIN Stadium,Shop 14 9-11 Crown St ,WOLLONGONG,2500,Wollongong,Venues NSW,26283293435,,,,,,,,no matches infos,
Harbour Street Cafe,Shop 11-12 5-11 Crown St ,WOLLONGONG,2500,Wollongong,Sujatha Kopuri,,https://www.facebook.com/harbourst/,,,+64 3 434 3246,,,,no website / they have FB and instagram acct,
Collegians Sport Centre,147 The Avenue ,FIGTREE,2525,Wollongong,COLLEGIANS RUGBY LEAGUE FOOTBALL CLUB LTD,69000820119,https://www.facebook.com/Collegiansrlfc,https://www.instagram.com/collegians_rlfc/,marketing@collegians.com.au,+61 2 4229 8341,28/5/2024,,, (02) 4229 7711,
D'amato's Family Restaurant,106 Central Rd ,UNANDERRA,2526,Wollongong,MOZZARELLA AND CHEESE PTY LTD,23147892126,https://www.facebook.com/damatosrestaurant/,https://www.instagram.com/damatosro/?hl=en,,+61 2 4271 7706,,,,no website / they have FB acct,
Sandon Point Surf Life Saving Club,Cnr Point St and Blackall St ,BULLI,2516,Wollongong,SANDON POINT SURF LIFE SAVING CLUB INCORPORATED,82856599137,https://www.facebook.com/sandonpointslsc/,https://www.instagram.com/sandonpointsurfclub/,office@sandonpointsurfclub.org.au,,28/5/2024,,,nippers@sandonpointsurfclub.org.au / functions@sandonpointsurfclub.org.au / marketing@sandonpointsurfclub.org.au,
Red Nectar,L 1 121 Parkes St ,HELENSBURGH,2508,Wollongong,RED BELLY CATERING PTY LTD,28163326234,https://www.facebook.com/RedNectar.Helensburgh/,,,+61 2 4294 9361,28/5/2024,,,Email not working. they have FB acct,
BERKELEY SOCCER CLUB INCORPORATED,5 Wilkinson St ,BERKELEY,2506,Wollongong,Sandra Evans,,https://www.facebook.com/berkeleyfootballclub/,https://www.instagram.com/berkeleysportsfc/, berkeleyinfo@eastsgroup.com.au,+61 2 4260 7000,28/5/2024,,,Enquiry form available,
Bulli Beach Cafe Restaurant,Lot 68 Trinity Row ,BULLI,2516,Wollongong,BIRJEN PTY LIMITED,,https://www.facebook.com/bullibeachcafe,https://www.instagram.com/bullibeachcafe/,,+61 2 4284 8808,28/5/2024,,,Email not working. they have FB page and instagram acct,
GALLARDO’S ITALIAN PIZZA RESTAURANT PTY LTD,11 & 11A Walker St ,HELENSBURGH,2508,Wollongong,Cristian Gallardo,,,,,(02) 4294 8889,,,,Enquiry form available,
Howlin' Wolf,Shop 103 53-61 Crown St ,WOLLONGONG,2500,Wollongong,INSOLVENT PTY LTD,31615825539,https://www.facebook.com/HowlinWolfwollongong,https://www.instagram.com/howlinwolfbar/,luke@goodtimesonly.com.au,,28/5/2024,,,no phone no. on the website / they have FB and instagram acct,
Living Room,195 Keira St ,WOLLONGONG,2500,Wollongong,Paul SENTER,,https://www.facebook.com/thelivingroomwollongong,https://www.instagram.com/livingroomwollongong/,livingroomwollongong@gmail.com,+61 410 923 857,28/5/2024,,,Enquiry form available / they have instagram acct,
Gourmet Pizza World,2 Atchison St ,WOLLONGONG,2500,Wollongong,Claudio Rovere,,https://www.facebook.com/GourmetPizzaWorld,,, +61 2 4226 5111,,,,Enquiry form available,
Il Nido Trattoria Pizzeria,1/154 Balgownie Rd ,BALGOWNIE,2519,Wollongong,Adrian GIULIANI,,https://www.facebook.com/ILNIDOBALGOWNIE,https://www.instagram.com/ilnidotrattoriapizzeria/,ilnido@hotmail.com.au,+61 2 4284 8664,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
Northbeach Pavilion,Cliff Rd ,NORTH WOLLONGONG,2500,Wollongong,BLOOM AND BIRCHALL PTY LTD,,https://www.facebook.com/NorthBeachPavilion/,https://www.instagram.com/northbeachpavilion/,info@northbeachpavilion.com.au,+61 2 4225 2555,28/5/2024,,,they have FB and instagram acct,
Litani's Lebanese & Mediterranean Restaurant,"Shops 1 & 2, 120 Corrimal St ",WOLLONGONG,2500,Wollongong,Doreen McKibbin-Agno,,https://www.facebook.com/LitanisRestaurant/,https://www.instagram.com/litaniswollongong,admin@litanis.com.au,+61 2 4228 3231,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
Dagwoods,1/19 Market St ,WOLLONGONG,2500,Wollongong,Solvent Pty Ltd,41626874879,https://www.facebook.com/dagwoodbk/,https://www.facebook.com/dagwoodbk/,vm@dagwoodbk.com ,+61 2 4228 6504,28/5/2024,,,from FB acct : eat@dagwoodbk.com / +61 2 4228 6850 / Enquiry form available / they have FB page and instagram acct,
His Boy Elroy,Shop GDW 114 Wollongong Central Keira St ,WOLLONGONG,2500,Wollongong,Lachlan Stevens,,https://www.facebook.com/athisboy,https://www.instagram.com/his_boy_elroy,lachlan@hisboyelroy.com.au,+61 434 809 542,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
WOLLONGONG DISTRICT CRICKET CLUB,Dalton Park Clubhouse Pioneer Rd ,Fairy Meadow,2519,Wollongong,Blake Owen,,https://www.facebook.com/wollongongcricket/,https://www.instagram.com/wollongong_cricket/,wollongongdcc@hotmail.com,+61 419 165 015,28/5/2024,,,they have FB and instagram acct,
Stanwell Park Surf Club,Beach Rd ,STANWELL PARK,2508,Wollongong,HELENSBURGH STANWELL PARK SURF LIFE SAVING CLUB INCORPORATED,92267821862,https://www.facebook.com/hspslsc,https://www.instagram.com/hspslsc/,hsp@stanwellparksurfclub.com,+61 2 4294 1223,28/5/2024,,,jnr_secretary@stanwellparksurfclub.com / events@stanwellparksurfclub.com / seaeels@stanwellparksurfclub.com / ,
Little Vietnam Restaurant,U1 17 Market St ,WOLLONGONG,2500,Wollongong,Dinh Vu Nguyen,,https://www.facebook.com/LittleVietnamRestaurantWollongong/,https://www.instagram.com/littlevietnam_in_wollongong/,littlevietnam.wollongong@gmail.com, +61 2 4225 3229,28/5/2024,,,other phone no. 0406 855 575,
Cosa Nostra Ristorante,Shop 3 115 Corrimal St ,WOLLONGONG,2500,Wollongong,Giorgio Piras,,https://www.facebook.com/cosanostraristorante93/,,,+61 2 4228 3885,28/5/2024,,,Email not working. They have FB acct,
Massey's at Forest Grove,1 Stanthorpe Drive ,KANAHOOKA,2530,Wollongong,Karen Hall,,,,, (02) 4261 6000,,,,no website and email address,
The Mission to Seafarers Port Kembla Incorporated,Lot 2 Darcy Rd ,PORT KEMBLA,2505,Wollongong,The Mission to Seafarers Port Kembla Incorporated,38966330920,https://www.facebook.com/themissiontoseafarers,https://www.instagram.com/missiontoseafarers/,tthemisspk@gmail.com,+61 2 4274 6498,28/5/2024,,,they have FB acct,
KINGS THEATRE,264-270 Lawrence Hargrave Dr ,THIRROUL,2515,Wollongong,THIRROUL THEATRE MANAGEMENT PTY LTD,70659238927,https://www.facebook.com/anitastheatrethirroul,https://www.instagram.com/anitastheatrethirroul/?hl=en,admin@anitastheatre.com.au,+61 2 8240 2275,28/5/2024,,,bookings@anitastheatre.com.au /  +61 3 8632 2178 / they have FB and instagram acct,
Lee and me,87 Crown St ,WOLLONGONG,2500,Wollongong,Naomi Hudson,,https://www.facebook.com/leeandmewollongong,https://www.instagram.com/leeandme/,hello@leeandme.com.au,+61 2 4244 0695,28/5/2024,,,they have FB and instagram acct,
jetsada namkeaw,Shop 1 63-67 Princes Hwy ,UNANDERRA,2526,Wollongong,Jetsada Namkeaw,,,,,,,,,no website and email address,
Kitchen 42,40-42 Princes Hwy ,DAPTO,2530,Wollongong,K42 FOODS PTY. LIMITED,,https://www.facebook.com/kitchen42restaurant.dapto/,https://www.instagram.com/kitchen42dapto/?hl=en,info@kitchen42.com.au,+61 2 4261 4040,28/5/2024,,,they have FB and instagram acct,
Burnsbury Hospitality,83 CROWN ST ,WOLLONGONG,2500,Wollongong,BURNSBURY HOSPITALITY PTY LTD,,https://www.facebook.com/burnsburyhospitality,,,(02) 4295 0903,,,,no email address / they have FB acct,
Emerald Chinese Restaurant,366 Princes Hwy ,WOONONA,2517,Wollongong,EMERALD CHINESE PTY LTD,90650864341,https://www.facebook.com/emeraldchinesewoonona,https://www.instagram.com/emeraldchinesewoonona/?hl=en,,+61 2 4283 2823,,,,no website / no email address / they have FB acct,
The Wollongong Town Hall,Cnr Crown & Kembla Sts ,WOLLONGONG,2500,Wollongong,ILLAWARRA PERFORMING ARTS CENTRE LTD,87590935138,https://www.facebook.com/Merrigong,https://www.instagram.com/MerrigongTheatreCo,info@merrigong.com.au,+61 2 4224 5999,28/5/2024,,,they have FB account,
Amari Bar,72-76 Crown St ,WOLLONGONG,2500,Wollongong,Atilla Eroglu,,https://www.facebook.com/profile.php?id=100092154936370,https://www.instagram.com/amari_bar/,askamaribar@gmail.com,+61 405 953 395,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
JJ's Anpurna Indian Restaurant,Shop 3 48-50 Crown St ,WOLLONGONG,2500,Wollongong,JJ ANPURNA PTY LTD,15152037637,https://www.facebook.com/JJswollongong/,https://www.instagram.com/jjsindian/, jjskiama@gmail.com,+61 2 4225 0888,28/5/2024,,,other phone no. (02) 4232 4565 / from FB acct : info@jjsindian.com.au,
COALCLIFF SURF LIFE SAVING CLUB,Coalcliff Surf Life Saving Club Surf Road ,Coalcliff,2508,Wollongong,Robert Deacon,,https://www.facebook.com/coalcliffslsc/,https://www.instagram.com/coalcliffslsc/?hl=en, president@coalcliffslsc.com.au,,28/5/2024,,,secretary@coalcliffslsc.com.au / registrar@coalcliffslsc.com.au / Enquiry form available,
Two Doors Up Cafe & Bar,Shop 1 31 Princes Hwy ,FAIRY MEADOW,2519,Wollongong,Darren Porter,,https://www.facebook.com/twodoorsup,https://www.instagram.com/twodoorsupcafe,contact@twodoorsup.com.au,+61 2 4244 8420,28/5/2024,,,they have FB and instagram acct,
Sakura Sushi,"Shop 8, 121-125 Corrimal St ",WOLLONGONG,2500,Wollongong,Yan Li,,https://www.facebook.com/profile.php?id=100022213402014,,sakurasushiwlg@hotmail.com,+61 2 4226 6282,28/5/2024,,,no website / FB acct available,
Sage Hotel Wollongong,60-62 Harbour St ,WOLLONGONG,2500,Wollongong,PRO-INVEST WOLLONGONG 60HS PTY LTD,,https://www.facebook.com/sagehotelwollongong,https://www.instagram.com/sagehotelwollongong/,reservations.wollongong@sage-hotels.com,+61 2 4201 2111,28/5/2024,,,they have FB and instagram acct,
Woonona Surf Life Saving Club Inc,Kurraba Rd ,WOONONA,2516,Wollongong,Stacey Paddon,,https://www.facebook.com/woononasurflifesaving/,https://www.instagram.com/woononaslsc/,,+61 2 4285 8180,,,,no email address on the website / Enquiry form available / they have FB page and instagram acct,
The Prince,Lot 401 DP 881597 207-217 Crown St ,WOLLONGONG,2500,Wollongong,GOOD FRIENDS ONLY PTY LTD,99637079871,https://www.facebook.com/theprincewollongong,https://www.instagram.com/theprincewollongong/,vm@theprincewollongong.com,+61 2 4288 5928,28/5/2024,,,manager@theprincewollongong.com / Enquiry form available / they have FB page and instagram acct,
Horizons,Princes Hwy ,BULLI,2516,Wollongong,Waheed Khan,,,,,,,,,no matches infos,
At Thai Corner,286 Windang Rd ,WINDANG,2528,Wollongong,Montita Somkaeo,,https://www.facebook.com/Thaicornerwindang/,https://www.instagram.com/thaicorner.ad/?hl=en,admin@localforyou.com,+61 2 4296 9800,28/5/2024,,,jarern.atthaicorner2022@gmail.com / they have FB and instagram acct,
San Choi Chinese Restaurant,Westfield Figtree 19 Princes Hway ,FIGTREE,2525,Wollongong,Hui Ying Cai,,,,Liulihua89@yahoo.com,+61 2 4229 9688,28/5/2024,,,other phone no. 02 4229 9488 / they have FB acct,
Heyday Wollongong,270 Crown St ,WOLLONGONG,2500,Wollongong,AM CONSOLIDATED HOLDINGS PTY LTD,,https://www.facebook.com/heydaywollongong/,https://www.instagram.com/heydaywollongong/,hey@heyday.bar,+61 2 4263 0377,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
Diamond Dogs Lounge,"Shop 2, 6-10 Princess Hwy ",DAPTO,2530,Wollongong,Neil Townsend,,https://www.facebook.com/diamonddogslounge,https://www.instagram.com/diamonddogslive,,+61 2 4288 4730,28/5/2024,,,Email not working. FB acct available,
The Old Siam,2 McCauley St ,THIRROUL,2515,Wollongong,Parichat Sukapojana,,https://www.facebook.com/OldSiamThai/,https://www.instagram.com/_theoldsiam/, admin@localforyou.com,+61 2 4268 0888,28/5/2024,,,they have FB account,
Adina Apartment Hotel Wollongong,19 Market St ,WOLLONGONG,2500,Wollongong,MEDINA PROPERTY SERVICES PTY LIMITED,36062326176,https://www.facebook.com/AdinaHotels/,https://www.instagram.com/adinahotels/,,+61 2 4250 5000,,,,no email address / they have instagram acct,
Mantra Wollongong,6-10 Gladstone Ave ,WOLLONGONG,2500,Wollongong,WOLLONGONG HOTEL MANAGEMENT PTY LIMITED,28167079487,https://www.facebook.com/MantraWollongong/,https://www.instagram.com/mantrawollongong/,info@wollongonghotelapartments.com.au,+61 2 4222 4000,28/5/2024,,,from FB acct: wollongong.res@mantra.com.au / they have FB and instagram acct,
Thai Carnation,50 Crown St ,Wollongong,2500,Wollongong,Alongkorn Chueathongkham,,https://www.facebook.com/CARNATIONTHAIWOLLONGONG/,,carnationthai50@gmail.com,+61 2 4228 4102,28/5/2024,,,they have FB account,
Links Seaside Restaurant,1 Ross St ,WOLLONGONG,2500,Wollongong,WARRIGAL CARE,34002392636,,,,+61 2 4222 0999,,,,Enquiry form available / no email address,
Port Kembla District Rugby League Football Club Inc.,Noel Mulligan Oval 4 Northcliffe Drive ,Warrawong,2505,Wollongong,John Robertson,,https://www.facebook.com/PortKemblaDRLFC/,https://www.instagram.com/pkfc1966/,,,28/5/2024,,,Email not working. FB account available,
Thirroul Junior Football Club Incorporated,"Gibson Park South, Station St ",THIRROUL,2515,Wollongong,Lindsay Hodda,,https://www.facebook.com/thirroulfootball/,,secretary@thirroulfootball.com.au,,28/5/2024,,,no phone number / FB acct available,
Culinarius by Monika,97 Kenny St ,WOLLONGONG,2500,Wollongong,Rebecca Armstrong,,https://www.facebook.com/culinariuswollongong,https://www.instagram.com/CulinariusWollongong/,hello@culinarius.com.au,+61 2 4228 1800,28/5/2024,,,Enquiry form available,
Corrimal Surf Life Saving Club Incorporated,2 Lake Pde ,EAST CORRIMAL,2518,Wollongong,Steven Waddell,,https://www.facebook.com/p/Corrimal-Surf-Club-100064421123743/,,corrimalsurfclub@gmail.com,+61 2 4284 3959,28/5/2024,,,no website / they have FB acct,
George Cross Falcons Club Inc.,25-27 Lake Ave ,CRINGILA,2502,Wollongong,Louis Parnis,,https://www.facebook.com/georgecrossfalcons/,,Louie.parnis@gmail.com,+61 420 857 363,28/5/2024,,,Email not working. Email 2: Louie.parnis@gmail.com . FB account available,
Baan Krua Thai,125-129 Keira St ,WOLLONGONG,2500,Wollongong,Daniel SHERLEY,,,,,(02) 4228 8371,,,,no website / no email address,
Roppongi Japanese Restaurant,1/102 Market St ,WOLLONGONG,2500,Wollongong,Lap Keung So,,https://www.facebook.com/RoppongiJapaneseRestaurant/,https://www.instagram.com/roppongi.restaurant/?hl=en,ropjare@gmail.com,+61 2 4226 3243,28/5/2024,,,they have FB and instagram acct,
Bombora Seafood,"Fishermans Co-op Building, Belmore Basin Shops 1 & 2, L 1, Endeavour Dr ",WOLLONGONG,2500,Wollongong,Adam Hendry,,https://www.facebook.com/bomboraseafood,https://www.instagram.com/bomboraseafood/,,+61 2 4229 7011,,,,no email address on the website / Enquiry form available,
Coniston Football Club Incorporated,"J J Kelly Park, ",CONISTON,2500,Wollongong,Mile Siljanovski,,https://www.facebook.com/ConistonFC,https://www.instagram.com/conistonfc/,admin@conistonfc.com.au,,28/5/2024,,,no website / no phone no. / FB acct available,
Shamrocks Rugby Club Inc,"Ocean Park, Campbell St ",WOONONA,2517,Wollongong,Andrew Cracknell,,https://www.facebook.com/WoononaShamrocksRugbyClub,https://www.instagram.com/woononashamrocks/, shamrocksruck@gmail.com,0439 069 316,28/5/2024,,,Enquiry form available,
Wollongong Golf Club Limited,Corrimal St ,WOLLONGONG,2500,Wollongong,WOLLONGONG GOLF CLUB LTD,20000740983,https://www.facebook.com/wollongonggolfclub/,https://www.instagram.com/the19th_wollongonggolfclub/?hl=en,enquiries@wollongonggolfclub.com.au,+61 2 4222 3111,28/5/2024,,,other phone no. : (02) 4222 3114 / Enquiry form available,
Shahi Aroma Indian Cuisine,Shop 2 382-384 Lawrence Hargrave Dr ,THIRROUL,2515,Wollongong,GEETA RESTAURANTS PTY LTD,84625836188,https://www.facebook.com/profile.php?id=100048562371622,https://www.instagram.com/shahiaromaindiancuisine/?hl=en,shahi.aroma.indian@gmail.com, +61 2 4268 2244,28/5/2024,,,they have FB and instagram acct,
Wollongong City Surf Life Saving Club Inc,Wollongong City Surf Life Saving Club Marine Dr ,WOLLONGONG,2500,Wollongong,Kenneth Lawrence,,https://www.facebook.com/wollongongcityslsc/,https://www.instagram.com/wollongongcityslscnippers/?hl=en,,+61 2 4229 1994,,,,no email address on the website / they have FB acct,
Dapto Leagues Club Limited trading as Grange Golf Club,"Golf Course, The Grange ",KEMBLA GRANGE,2526,Wollongong,Scott Mccaw,,https://www.facebook.com/thegrangegc/,https://www.instagram.com/grangegolfclub,info@daptoleagues.com.au,02 4261 1333,28/5/2024,,,Enquiry form available,
Bellambi Football Association Incorporated,"Elizabeth Park, Cawley St ",BELLAMBI,2518,Wollongong,Bellambi Football Club,92085043963,https://www.facebook.com/bellambirosellas/,,bellambifc@outlook.com,,28/5/2024,,,no phone no. and website / FB acct available,
South Coast United Soccer Club Inc,Sir Ian McLennan Park West Dapto Rd ,KEMBLA GRANGE,2519,Wollongong,Zdenko Loncar,,https://www.facebook.com/SouthCoastUnitedSC/,https://www.instagram.com/southcoastunited84/?hl=en,southcoastunitedsc@gmail.com,+61 402 858 576,28/5/2024,,,from FB acct : +61 402 353 763 / Enquiry form available ,
University of Wollongong Social Club,"Building 11, L 2, ",WOLLONGONG,2522,Wollongong,Helen Hasan,,https://www.facebook.com/UOW,https://www.instagram.com/uow/,futurestudents@uow.edu.au,+61 2 4221 3555,28/5/2024,,,they have FB account,
Diggies Restaurant,1 Cliff Rd ,WOLLONGONG,2500,Wollongong,NORTH KIOSK PTY LIMITED,45106911862,https://www.facebook.com/p/Diggies-100063789842370/,https://www.instagram.com/diggiescafe/?hl=en,northbeach@diggies.com.au,02 42 262 688,28/5/2024,,,they have FB and instagram acct,
Aqua Restaurant,17/54-58 Cliff Rd ,WOLLONGONG,2500,Wollongong,Ankica Babic,,https://www.facebook.com/aquarestaurantwollongong/,https://www.instagram.com/aquarestaurant/?hl=en,enquiry@aquarestaurant.com.au,+61 2 4225 9888,28/5/2024,,,they have FB and instagram acct,
Steamers Bar and Grill,"City Beach Surf Life Saving Club, L 1, Marine Dr ",WOLLONGONG,2500,Wollongong,Stacey ELSTON,,https://www.facebook.com/steamersbarandgrill/,https://www.instagram.com/steamersbarandgrill/,enquiries@steamersbarandgrill.com.au,+61 2 4229 6895,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
Wollongong Olympic Football Club,2-4 Exeter Ave ,NORTH WOLLONGONG,2500,Wollongong,Peter Kotamanidis,,https://www.facebook.com/WollongongOlympic/,https://www.instagram.com/wollongongolympicfc/?hl=en,olympic_president@outlook.com,,28/5/2024,,,no phone number and website / they have FB and instagram acct,
Berkeley Sports Rugby League Football Club,Berkeley Sports Ground Wilkinson St ,BERKELEY,2506,Wollongong,Kerrie Ford,,https://www.facebook.com/BerkeleyEaglesRLFC/,https://www.instagram.com/berkeleyrfc/?hl=en,eaglesberkeley@outlook.com,+61 406 624 147,28/5/2024,,,no website / FB account available,
LUX BISTRO BAR,110-114 Crown St ,WOLLONGONG,2500,Wollongong,THE H - FOODIE JUNCTION PTY LTD,,https://www.facebook.com/LuxBistroBar,https://www.instagram.com/lux.bistro.bar/,admin@luxbistrobar.com.au,+61 2 4210 9293,28/5/2024,,,inquiry@luxbistrobar.com.au / they have FB and instagram acct,
University of Wollongong Football Club,Northfields Ave ,GWYNNEVILLE,2500,Wollongong,Murray Doyle,,https://www.facebook.com/UOWFC/?ref=hl,https://www.instagram.com/uowfc/,uowfootball@gmail.com,0402 595 210,28/5/2024,,,uowfcj@gmail.com / FB acct available,
City Beach Function Centre,Marine Dr ,WOLLONGONG,2500,Wollongong,Caroline Brinsmead,,https://www.facebook.com/citybeachfunctions,https://www.instagram.com/citybeachweddings,sales@citybeach.events,+61 2 4228 3188,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
Ruby's Country Style Cuisine,39 Harry Graham Dr ,KEMBLA HEIGHTS,2526,Wollongong,Scott Woods,,https://www.facebook.com/profile.php?id=100063773703682,https://www.instagram.com/rubys_mount_kembla/?hl=en,enquiries@rubysmtkembla.com.au,+61 2 4272 2541,28/5/2024,,,Enquiry form available / they have FB page and instagram acct,
Dapto Panthers Senior Baseball Club,Gilba Rd ,KOONAWARRA,2530,Wollongong,Jodi Taafe,,https://www.facebook.com/p/Dapto-Chiefs-100057102265598/,,daptochiefs@gmail.com,+61 405 274 936,28/5/2024,,,no website / FB acct available,
Mt Kembla Rugby League Football Club Incorporated,Mt Kembla Oval Stones Rd ,MOUNT KEMBLA,2526,Wollongong,Dale Lund,,,,,,,,,no matches info,
Windang Rugby League Football Club,Boronia Park Boronia Ave ,WINDANG,2528,Wollongong,Joanne Buckley,,https://www.facebook.com/windangsharksrl/,,,,,,,no email address / no website,
Tarrawanna Soccer Club Incorporated,Tarrawanna Oval Harrigan St ,TARRAWANNA,2518,Wollongong,Douglas Seymour,,https://www.facebook.com/tarrawannablueys,https://www.instagram.com/tarrawanna.blueys.fc/,info@tarrawannablueys.com.au,+61 457 549 872,28/5/2024,,,no website / FB acct available,
Bulli Football Club Limited,Balls Paddock Soccer Complex Luxor St ,WOONONA,2517,Wollongong,Richard McNeill,,,https://www.instagram.com/bulli_fc/,bullifootball@gmail.com,+61 2 4284 9209,28/5/2024,,,Enquiry form available,
Vikings Rugby Club Incorporated,Corrimal & Swan Sts ,WOLLONGONG,2500,Wollongong,Lancelot Tarrant,,https://www.facebook.com/people/Wollongong-Vikings-Junior-Rugby-Union-Club/100057398294253/,https://www.instagram.com/wollongongvikings/,spiro@bearsgroup.com.au,0411 499 988,28/5/2024,,,hqmonaro2door@yahoo.com.au / brettmartin12@outlook.com / Enquiry form available,
Cringila Lions Soccer Club Incorporated,Creman Park Merrett Ave ,CRINGILA,2502,Wollongong,Goce Prentoski,,https://www.facebook.com/CringilaLionsFC/,https://www.instagram.com/cringilalions_fc/?hl=en,cringilalionsfc@gmail.com,,28/5/2024,,,no website / FB acct available,
Helensburgh Thistles Soccer Club Incorporated,"Rex Jackson Park, ",HELENSBURGH,2508,Wollongong,Jason Bell,,https://www.facebook.com/helensburghsoccer,https://www.instagram.com/burghthistles,,,,,,no email address and phone no. on the website / Enquiry form available,
Unanderra Hearts Senior Football Club,Unanderra Park Richards St ,UNANDERRA,2526,Wollongong,Paul Boscaro,,https://www.facebook.com/unanderra.hearts,https://www.instagram.com/unanderraheartsjuniorsc/,admin@unanderraheartssc.com.au,,28/5/2024,,,no phone no. on the website / they have FB acct,
Fernhill Football Club Limited,Ray Robinson Oval Moray Rd ,TOWRADGI,2518,Wollongong,Neil Miller,,https://www.facebook.com/fernhill.fc/,https://www.instagram.com/fernhillfoxesfc/,fernhillfoxespresident@outlook.com,,28/5/2024,,,no website and phone no. / they have FB and instagram acct,
Port Kembla Football Club Incorporated,Wetherall Park Fairymeadow Parkway ,PRIMBEE,2502,Wollongong,Maria Cazzolli,,https://www.facebook.com/portkemblafootballclub/,https://www.instagram.com/pkfc1966/,portkemblafc1966@gmail.com,,28/5/2024,,,no website and phone no. / they have FB  acct,
Northern Suburbs Illawarra Bulldogs Incorporated,"Jim Allen Oval, Monash St ",WOMBARRA,2515,Wollongong,Naomi Rao,,https://www.facebook.com/Northsbulldogs/,,,,,,,no website,
Corrimal Rangers,Memorial Park ,CORRIMAL,2518,Wollongong,Corrimal Rangers Football Club Inc,,https://www.facebook.com/corrimal.rangers/,https://www.instagram.com/corrimalrangersfc/,Corrimalrangersfc@gmail.com, +61 2 4284 7754,28/5/2024,,,no website / FB acct available,
University of Wollongong Rugby Union Football Club,"Sports Centre Oval, University of Wollongong ",WOLLONGONG,2500,Wollongong,Glenda Heggen,,https://www.facebook.com/uowrugbyunion/,https://www.instagram.com/uowrugbyclub/,gheg6236@uni.sydney.edu.au,,28/5/2024,,,uowrugby15@gmail.com / gracewright00@gmail.com / Enquiry form available,
Wollongong Tech Waratahs Rugby Club,"Saunders Oval, Foleys lane ",NORTH WOLLONGONG,2500,Wollongong,Wayne Ireland,,https://www.facebook.com/techtahs/?locale=ga_IE,https://www.instagram.com/tech_waratahs_wollongong/,secretary.techwaratahs@hotmail.com,+61 439 318 088,28/5/2024,,,they have FB account,
Tumbling Waters Retreat,Stonehaven Rd ,STANWELL TOPS,2508,Wollongong,Sonja Keller,,https://www.facebook.com/tumblingwaters/,https://www.instagram.com/tumblingwaters/,info@twr.com.au, +61 2 4294 1888,28/5/2024,,,Enquiry form available,
Balgownie Rangers Soccer Club Incorporated,"Judy Masters Oval, Para St ",BALGOWNIE,2519,Wollongong,Moira Buckley,,https://www.facebook.com/balgownierangers/,https://www.instagram.com/ballyrangers_fc/,,,,,,no matches info,
Wollongong United Football Club Incorporated,Macedonia Park Hooka Creek Rd ,BERKELEY,2506,Wollongong,Pece Vrtkovski,,https://www.facebook.com/wollongong.unitedfc/,https://www.instagram.com/wollongong_united_fc/,,+61 419 120 319,,,,no website / no email address / FB acct available,
